loss,mae,val_loss,val_mae,learning_rate
7.782125612720847e-05,0.005889329593628645,0.0023069684393703938,0.03986423462629318,0.0010000000474974513
3.7545622035395354e-05,0.004471642896533012,0.0016388674266636372,0.029546886682510376,0.0010000000474974513
3.2230291253654286e-05,0.004007415845990181,0.0024518121499568224,0.03855462744832039,0.0010000000474974513
2.8513324650702998e-05,0.00377958407625556,0.003881846321746707,0.05089476704597473,0.0010000000474974513
2.8429232770577073e-05,0.003786364570260048,0.0007388490485027432,0.017913170158863068,0.0010000000474974513
2.463915188855026e-05,0.0035130330361425877,0.0020471366588026285,0.03434364125132561,0.0010000000474974513
2.6032483219751157e-05,0.0035556501243263483,0.0020607621408998966,0.03520471230149269,0.0010000000474974513
2.6132755010621622e-05,0.003513623960316181,0.0006899849395267665,0.017294954508543015,0.0010000000474974513
2.2931057173991576e-05,0.0033279263880103827,0.0022729733027517796,0.0380471833050251,0.0010000000474974513
2.3129769033403136e-05,0.003318654140457511,0.0022201966494321823,0.038418278098106384,0.0010000000474974513
2.487081837898586e-05,0.0035134165082126856,0.002431543543934822,0.04034484177827835,0.0010000000474974513
2.4211531126638874e-05,0.0034650778397917747,0.0005320810596458614,0.015347570180892944,0.0010000000474974513
2.2073612854001112e-05,0.003302209544926882,0.0014085352886468172,0.027276085689663887,0.0010000000474974513
2.3117267119232565e-05,0.00343973352573812,0.0011584304738789797,0.02453932724893093,0.0010000000474974513
2.2649977836408652e-05,0.003351496998220682,0.001699170214124024,0.031278807669878006,0.0010000000474974513
2.1497804482351057e-05,0.003184156259521842,0.0015038149431347847,0.028842883184552193,0.0010000000474974513
2.2311805878416635e-05,0.003308003768324852,0.0010837041772902012,0.023425128310918808,0.0010000000474974513
2.3133063223212957e-05,0.003372727194800973,0.003364562289789319,0.04809408262372017,0.0010000000474974513
2.196733112214133e-05,0.0032802841160446405,0.001136775128543377,0.023971091955900192,0.0010000000474974513
2.000570748350583e-05,0.003161796135827899,0.001782623934559524,0.032726019620895386,0.0010000000474974513
2.104600025631953e-05,0.0032286180648952723,0.0015338773373514414,0.02956272102892399,0.0010000000474974513
2.206987119279802e-05,0.003282987279817462,0.0016783953178673983,0.03157484158873558,0.0010000000474974513
1.910987703013234e-05,0.003002290381118655,0.0014906935393810272,0.02877959981560707,0.00020000000949949026
1.8874536181101575e-05,0.0029155772645026445,0.0009600367047823966,0.021521037444472313,0.00020000000949949026
1.879681622085627e-05,0.0029348016250878572,0.0013259615516290069,0.026960980147123337,0.00020000000949949026
1.8146156435250305e-05,0.002913631498813629,0.0013819835148751736,0.027886874973773956,0.00020000000949949026
1.8520528101362288e-05,0.0028805076144635677,0.0016401964239776134,0.03103969804942608,0.00020000000949949026
